,99098014,99098015,99098021,99098022,99098025,99098031,99098032,99098033,99098035,99098036,99098039,99098046,99098050,99098074,99098075,99098076,99098077,99098080,99098086,99098090,99098102,99098110,99098137,99098143,99098147,99098199,99098222,99098234,99098235,99098236,99098237,99098238,99099603,99099605,99099614,99099648,1
99098036,3670.3,2122.9,1559.0,4745.3,6787.2,5311.2,4406.3,8498.5,4835.5,0.0,1983.6,4868.9,10883.5,2654.7,2654.7,6149.7,6149.7,4866.2,2236.5,6295.6,4406.3,3295.6,4347.5,5528.0,4347.5,2018.4,10227.5,6649.3,6649.3,12759.6,12690.4,7889.0,1899.6,6757.2,6780.4,5281.4,6552.4
99098039,2222.3,1007.3,2865.9,2225.1,5339.1,2754.9,2032.0,7051.4,2742.7,1948.1,0.0,2236.3,9436.5,671.0,671.0,4701.6,4701.6,3924.3,1460.7,4311.9,2032.0,1311.9,3388.1,4011.6,3388.1,3164.4,7879.7,5202.3,5202.3,11312.6,11243.3,7133.7,784.0,5300.5,5332.3,3297.8,6521.1
99098046,1730.4,3220.6,4609.0,1245.7,3402.1,665.9,499.2,6559.5,1742.5,4402.6,2520.9,0.0,8944.6,2766.5,2766.5,2764.6,2764.6,2924.1,3274.7,3332.6,499.2,1753.2,3346.7,3011.3,3346.7,5156.8,8200.4,4710.4,4710.4,10820.7,10751.4,6641.8,3274.0,5647.4,3395.3,2318.4,5541.7
99098050,7273.0,9004.3,10392.6,9839.5,9622.7,8348.9,8072.5,3245.8,9425.6,10186.3,9377.0,8535.0,0.0,9622.6,9622.6,8692.3,8692.3,10607.2,9058.4,11213.4,8072.5,8609.3,10709.9,10694.4,10709.9,12368.0,5501.4,4247.6,4247.6,3800.3,2784.5,5802.1,9057.7,6075.6,9615.9,9979.9,13203.2
99098074,1656.7,1679.3,3537.9,1667.9,4773.5,2197.7,1466.4,6485.8,2185.5,2620.1,672.0,1679.1,8870.9,0.0,0.0,4136.0,4136.0,3257.2,2132.7,3754.7,1466.4,746.3,2822.4,3454.4,2822.4,3836.4,8126.7,4636.7,4636.7,10747.0,10677.7,6568.1,1456.0,5573.7,4766.7,2740.6,5963.9
99098075,1656.7,1679.3,3537.9,1667.9,4773.5,2197.7,1466.4,6485.8,2185.5,2620.1,672.0,1679.1,8870.9,0.0,0.0,4136.0,4136.0,3257.2,2132.7,3754.7,1466.4,746.3,2822.4,3454.4,2822.4,3836.4,8126.7,4636.7,4636.7,10747.0,10677.7,6568.1,1456.0,5573.7,4766.7,2740.6,5963.9
99098076,2866.5,4409.4,5797.8,4041.8,1486.7,2212.8,2728.2,7426.2,3605.8,5591.5,4782.0,2777.5,9811.2,5027.6,5027.6,0.0,0.0,4787.4,4463.6,3077.4,2728.2,4014.3,5210.0,3406.3,5210.0,7773.1,10376.1,5845.5,5845.5,11687.3,11618.1,7508.5,4462.9,7782.0,1479.9,1940.7,5427.7
99098077,2866.5,4409.4,5797.8,4041.8,1486.7,2212.8,2728.2,7426.2,3605.8,5591.5,4782.0,2777.5,9811.2,5027.6,5027.6,0.0,0.0,4787.4,4463.6,3077.4,2728.2,4014.3,5210.0,3406.3,5210.0,7773.1,10376.1,5845.5,5845.5,11687.3,11618.1,7508.5,4462.9,7782.0,1479.9,1940.7,5427.7
99098080,3940.0,4690.5,5880.7,1793.7,5379.0,2715.4,3258.5,8769.1,1588.0,4942.2,3683.2,2956.8,11154.2,3928.8,3928.8,4792.4,4792.4,0.0,5484.3,3989.7,3258.5,3029.6,752.1,947.2,752.1,5839.5,10410.0,6920.0,6920.0,13030.3,12961.0,8851.4,4467.2,7857.0,5372.3,3237.3,1641.5
99098086,1633.7,842.0,2018.3,5114.1,4750.5,3274.6,2369.7,6461.8,4553.4,1812.0,1454.9,2832.2,8846.9,2125.9,2125.9,4113.1,4113.1,5735.0,0.0,6341.2,2369.7,2906.5,5007.1,5822.2,5007.1,3993.6,6733.9,4612.7,4612.7,10723.0,10653.7,6544.1,895.4,4154.7,4743.7,4900.7,8124.0
99098090,4108.7,5651.6,7040.0,3154.7,1935.3,2115.2,3360.6,8936.8,2718.7,6833.6,4132.2,3058.9,11321.9,4377.8,4377.8,2174.1,2174.1,3465.6,5705.7,0.0,3360.6,3478.6,3700.3,2181.2,3700.3,7296.6,10577.7,7087.7,7087.7,13198.0,13128.7,9019.1,5705.0,8024.7,1928.5,1393.0,3462.3
99098102,1276.8,2767.0,4155.4,2441.1,3355.5,950.5,0.0,6105.9,2027.1,3949.0,2067.3,508.1,8491.0,2312.9,2312.9,2718.0,2718.0,3208.7,2821.1,3595.6,0.0,1299.6,3400.2,3295.9,3400.2,4703.2,7746.8,4256.8,4256.8,10367.1,10297.8,6188.2,2820.4,5193.8,3348.7,2581.5,5804.7
99098110,2357.0,3107.5,5235.7,1316.3,4561.2,1846.1,1114.8,7186.2,1834.0,4048.3,2100.2,1327.5,9571.2,2345.8,2345.8,3944.0,3944.0,3015.6,3901.4,3403.1,1114.8,0.0,3438.1,3102.8,3438.1,5264.6,8827.0,5337.0,5337.0,11447.3,11378.1,7268.5,2884.2,6274.0,4554.4,2389.0,5612.3
99098137,3759.6,4459.1,5560.6,1634.8,5261.2,2739.7,3282.8,8588.7,1612.4,4622.1,3451.8,2981.2,10973.8,3697.4,3697.4,4816.7,4816.7,663.6,5304.0,3871.9,3282.8,2849.2,0.0,1478.5,0.0,5838.4,10229.6,6739.6,6739.6,12849.9,12780.6,8671.0,4235.8,7676.6,5254.4,3261.7,2502.9
99098143,4720.1,5470.6,6301.4,2123.9,4055.3,2980.1,3691.7,9549.3,2245.8,5362.9,4463.3,3390.1,11934.3,4708.9,4708.9,3296.2,3296.2,947.2,6264.5,2666.0,3691.7,3809.8,1441.0,0.0,1441.0,6764.8,11190.2,7700.2,7700.2,13810.4,13741.2,9631.6,5247.4,8637.2,4048.5,1741.2,1624.7
99098147,3759.6,4459.1,5560.6,1634.8,5261.2,2739.7,3282.8,8588.7,1612.4,4622.1,3451.8,2981.2,10973.8,3697.4,3697.4,4816.7,4816.7,663.6,5304.0,3871.9,3282.8,2849.2,0.0,1478.5,0.0,5838.4,10229.6,6739.6,6739.6,12849.9,12780.6,8671.0,4235.8,7676.6,5254.4,3261.7,2502.9
99098199,5362.1,3328.4,3528.8,5950.7,8479.0,7003.0,6098.1,10190.3,6040.9,2009.8,3189.1,5425.3,12575.3,3860.1,3860.1,7841.5,7841.5,5585.3,3928.3,7501.0,6098.1,4501.0,5347.4,6559.0,5347.4,0.0,11817.4,8341.1,8341.1,14451.4,14382.2,9478.2,3105.1,8346.4,8472.2,6486.8,7903.9
99098222,7255.4,6983.9,7327.0,9822.0,9605.1,8331.4,8054.9,3578.4,9408.0,10205.6,7596.8,8517.5,5777.2,8267.8,8267.8,8674.8,8674.8,10589.6,6456.9,11195.8,8054.9,8591.7,10692.3,10676.8,10692.3,11644.5,0.0,3997.0,3997.0,7099.4,7427.9,2492.7,7037.3,2560.5,9598.4,9962.3,13185.6
99098234,3155.6,4886.9,6275.3,5722.1,5505.3,4231.5,3955.1,2028.1,5308.2,6068.9,5259.6,4417.6,4413.2,5505.2,5505.2,4575.0,4575.0,6489.8,4941.0,7096.0,3955.1,4491.9,6592.5,6577.0,6592.5,8250.6,3895.5,0.0,0.0,6289.3,6220.0,2110.5,4940.3,1648.6,5498.5,5862.5,9085.8
99098235,3155.6,4886.9,6275.3,5722.1,5505.3,4231.5,3955.1,2028.1,5308.2,6068.9,5259.6,4417.6,4413.2,5505.2,5505.2,4575.0,4575.0,6489.8,4941.0,7096.0,3955.1,4491.9,6592.5,6577.0,6592.5,8250.6,3895.5,0.0,0.0,6289.3,6220.0,2110.5,4940.3,1648.6,5498.5,5862.5,9085.8
99098236,9323.0,11054.3,12442.7,11889.5,11672.7,10399.0,10122.5,4314.7,11475.6,12236.3,11427.0,10585.1,4649.0,11672.6,11672.6,10742.4,10742.4,12657.2,11108.4,13263.4,10122.5,10659.3,12759.9,12744.4,12759.9,14418.0,7099.4,6297.7,6297.7,0.0,1910.4,7852.1,11107.7,8125.7,11665.9,12029.9,15253.2
99098237,9401.1,11132.4,12520.8,11967.6,11750.8,10477.1,10200.6,5374.0,11553.7,12314.4,11505.1,10663.2,2738.6,11750.7,11750.7,10820.5,10820.5,12735.3,11186.5,13341.5,10200.6,10737.4,12838.0,12822.5,12838.0,14496.1,7629.6,6375.8,6375.8,1910.4,0.0,7930.3,11185.8,8203.8,11744.0,12108.0,15331.3
99098238,6191.3,5952.6,6814.7,8757.9,8541.0,7267.3,6990.8,2931.9,8343.9,6977.1,6565.6,7453.4,5317.0,8540.9,8540.9,7610.7,7610.7,9525.5,5425.6,10131.7,6990.8,7527.6,9628.2,9612.7,9628.2,9273.4,2492.7,3166.0,3166.0,7193.1,7123.8,0.0,6006.1,1572.6,8534.3,8898.2,12121.5
99099603,1986.5,442.0,2300.6,3003.3,5103.3,3627.4,2722.5,6814.7,3520.9,2094.2,778.2,3185.1,9199.7,1449.2,1449.2,4465.9,4465.9,4702.5,895.4,6694.0,2722.5,2090.1,4166.3,4789.8,4166.3,3132.3,7314.4,4965.5,4965.5,11075.8,11006.6,6897.0,0.0,4735.1,5096.6,4076.0,7299.3
99099605,4620.5,4713.0,5527.1,7903.7,7737.3,6064.2,5159.3,3393.2,7411.2,5689.5,5325.9,5621.8,5778.2,5996.9,5996.9,6678.0,6678.0,8592.8,4186.0,9328.0,5159.3,5696.0,7796.7,8680.0,7796.7,7985.7,2879.0,2000.2,2000.2,7654.3,7585.1,1695.4,4766.4,0.0,7730.6,7690.3,10913.6
99099614,3387.9,4930.8,6319.1,4435.0,655.9,2606.0,3249.5,8216.0,3999.0,6112.8,5303.4,3298.8,10601.0,5549.0,5549.0,1453.3,1453.3,5393.0,4984.9,2478.5,3249.5,4535.6,5627.8,4108.6,5627.8,8294.5,9856.9,6366.9,6366.9,12477.1,12407.9,8298.3,4984.2,7303.9,0.0,2333.9,5389.7
99099648,3645.7,5188.6,6577.0,3364.9,2339.6,1449.0,2309.7,8473.9,2928.9,6370.6,4342.3,2008.0,10858.9,4587.9,4587.9,1722.5,1722.5,4110.5,5242.8,3442.4,2309.7,3688.8,4533.0,2729.4,4533.0,8552.3,10114.7,6624.7,6624.7,12735.0,12665.8,8556.2,5242.1,7561.7,2332.8,0.0,4750.8
1,6304.8,7055.3,7617.9,3288.6,4907.7,4564.8,5276.4,11134.0,3082.9,6679.4,6048.0,4974.7,13519.0,6293.6,6293.6,4863.8,4863.8,1223.6,7849.2,3518.4,5276.4,5394.5,2236.6,1312.8,2236.6,7044.9,12774.8,9284.8,9284.8,15395.1,15325.9,11216.3,6832.0,10221.8,4901.0,3308.8,0.0
